5.621049087494611740e-03,9.813940525054931641e-01,7.374432403594255447e-03,5.610495805740356445e-03
5.307851824909448624e-03,9.824920296669006348e-01,6.948683410882949829e-03,5.251420196145772934e-03
9.187334775924682617e-01,3.605899214744567871e-02,2.433168701827526093e-02,2.087583392858505249e-02
6.697001308202743530e-02,6.520821899175643921e-02,8.439620733261108398e-01,2.385971508920192719e-02
9.486339241266250610e-02,8.857512474060058594e-02,7.763548493385314941e-01,4.020662978291511536e-02
1.153910905122756958e-01,1.130774319171905518e-01,7.170423865318298340e-01,5.448910221457481384e-02
1.178543567657470703e-01,1.135145202279090881e-01,6.852838397026062012e-01,8.334729075431823730e-02
9.275927394628524780e-02,1.421479433774948120e-01,6.909796595573425293e-01,7.411310821771621704e-02
5.130016058683395386e-02,2.163931131362915039e-01,6.995053291320800781e-01,3.280140087008476257e-02
3.450644388794898987e-02,3.170992434024810791e-01,6.250461935997009277e-01,2.334809675812721252e-02
5.015124678611755371e-01,4.390803277492523193e-01,3.007722273468971252e-02,2.932996861636638641e-02
1.965333521366119385e-02,6.744944453239440918e-01,2.935239970684051514e-01,1.232821121811866760e-02
8.924570083618164062e-01,8.768703043460845947e-02,1.118658483028411865e-02,8.669353090226650238e-03
0.000000000000000000e+00,4.432981312274932861e-01,5.567018389701843262e-01,0.000000000000000000e+00
2.441199868917465210e-02,1.093759853392839432e-02,6.848803162574768066e-02,8.961623907089233398e-01
6.442060470581054688e-01,3.004931509494781494e-01,3.675466775894165039e-02,1.854609698057174683e-02
4.716241061687469482e-01,3.964784443378448486e-01,8.373747766017913818e-02,4.815996065735816956e-02
1.843499839305877686e-01,4.948578476905822754e-01,2.584546208381652832e-01,6.233753636479377747e-02
2.852435410022735596e-01,6.573282480239868164e-01,3.106182627379894257e-02,2.636637166142463684e-02
1.244255378842353821e-01,7.680606842041015625e-01,8.963729441165924072e-02,1.787647046148777008e-02
7.114465832710266113e-01,2.615911066532135010e-01,1.733326911926269531e-02,9.629043750464916229e-03
4.248222410678863525e-01,5.161976814270019531e-01,4.488163441419601440e-02,1.409847848117351532e-02
6.074173450469970703e-01,3.925826549530029297e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.290802240371704102e-02,8.171634674072265625e-01,1.262279301881790161e-01,2.370057068765163422e-02
5.313051864504814148e-02,5.617469549179077148e-01,3.750273585319519043e-01,1.009512878954410553e-02
2.652257122099399567e-02,1.246493309736251831e-01,8.340815901756286621e-01,1.474650111049413681e-02
2.779175043106079102e-01,5.121410489082336426e-01,1.575263738632202148e-01,5.241506174206733704e-02
6.841450333595275879e-01,1.332223713397979736e-01,1.112927123904228210e-01,7.133988291025161743e-02
1.960452049970626831e-01,6.743366122245788574e-01,1.033224463462829590e-01,2.629575692117214203e-02
3.454007506370544434e-01,2.337462902069091797e-01,2.324922829866409302e-01,1.883606761693954468e-01
3.354669213294982910e-01,2.663416862487792969e-01,2.212687283754348755e-01,1.769226342439651489e-01
2.829725444316864014e-01,4.648369550704956055e-01,1.845975816249847412e-01,6.759293377399444580e-02
2.249101698398590088e-01,2.420051991939544678e-01,2.551783621311187744e-01,2.779062688350677490e-01
