2.333384007215499878e-03,1.201901119202375412e-03,6.484189070761203766e-04,0.000000000000000000e+00,3.548240754753351212e-03,5.744364578276872635e-03,0.000000000000000000e+00,9.865236878395080566e-01
3.513850867748260498e-01,1.140346517786383629e-03,6.470668315887451172e-01,2.097933902405202389e-04,1.449641422368586063e-04,5.300448901834897697e-05,0.000000000000000000e+00,0.000000000000000000e+00
7.636762261390686035e-01,1.000174432992935181e-01,1.354740113019943237e-01,8.323044166900217533e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.958988159894943237e-01,2.863696543499827385e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.796435415744781494e-01,0.000000000000000000e+00,6.215939521789550781e-01,0.000000000000000000e+00
9.785629510879516602e-01,1.293617580085992813e-02,6.152473588372231461e-07,3.660662914626300335e-04,2.321563661098480225e-03,5.809968803077936172e-03,2.091305191243009176e-07,2.453619799780426547e-06
2.899454534053802490e-01,1.802116818726062775e-02,6.905567646026611328e-01,1.476603210903704166e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.351399933919310570e-04,9.498755447566509247e-03,8.717746734619140625e-01,5.989274010062217712e-03,0.000000000000000000e+00,1.121021434664726257e-01,0.000000000000000000e+00
9.833843111991882324e-01,5.965325271972687915e-06,7.404168718494474888e-05,7.767220959067344666e-03,4.471814099815674126e-05,8.722892031073570251e-03,7.120286795725405682e-07,1.518133672107069287e-07
0.000000000000000000e+00,3.109134035184979439e-03,9.688253402709960938e-01,1.333962008357048035e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.472591515630483627e-02,0.000000000000000000e+00
9.649810940027236938e-02,1.216108277440071106e-01,6.307117873802781105e-04,2.642722574819345027e-05,7.811237573623657227e-01,1.101628076867200434e-04,6.546174269317361905e-09,0.000000000000000000e+00
6.788210477679967880e-03,6.794831752777099609e-01,2.949382364749908447e-01,1.428700890392065048e-02,3.794860094785690308e-03,7.085157558321952820e-04,0.000000000000000000e+00,0.000000000000000000e+00
8.411581511609256268e-04,0.000000000000000000e+00,1.466201338917016983e-02,7.284632325172424316e-02,0.000000000000000000e+00,1.676257699728012085e-02,8.948879241943359375e-01,0.000000000000000000e+00
3.564624115824699402e-02,9.350400567054748535e-01,1.140662934631109238e-02,9.745250456035137177e-03,5.061944480985403061e-03,2.560200169682502747e-03,1.527481049631851384e-12,5.396609776653349400e-04
