2, 3, 8, 47, 
3, 4, 8, 47, 
3, 4, 8, 337, 
3, 4, 8, 47, 
3, 4, 205, 374, 
3, 4, 8, 337, 
3, 4, 8, 293, 
3, 4, 8, 293, 
3, 4, 8, 9, 
3, 8, 9, 293, 
3, 8, 9, 392, 
3, 8, 9, 392, 
3, 4, 8, 9, 
8, 39, 305, 332, 
3, 8, 20, 84, 
3, 8, 20, 84, 
8, 39, 84, 305, 
3, 8, 293, 392, 
3, 8, 84, 337, 
3, 8, 305, 337, 
3, 8, 47, 337, 
3, 4, 8, 47, 
3, 7, 8, 10, 
3, 8, 67, 374, 
3, 7, 8, 47, 
3, 7, 8, 47, 
3, 4, 8, 374, 
3, 4, 8, 47, 
3, 7, 8, 47, 
3, 7, 8, 9, 
3, 4, 374, 444, 
3, 4, 8, 47, 
3, 7, 8, 9, 
3, 7, 8, 9, 
3, 8, 9, 392, 
3, 7, 8, 9, 
8, 20, 39, 230, 
8, 20, 39, 230, 
3, 8, 47, 230, 
8, 39, 230, 332, 
3, 8, 36, 392, 
3, 8, 36, 47, 
3, 8, 20, 392, 
3, 8, 20, 84, 
8, 20, 39, 84, 
8, 20, 39, 230, 
3, 4, 8, 47, 
3, 4, 374, 444, 
8, 39, 305, 332, 
8, 20, 39, 84, 
3, 8, 20, 392, 
3, 4, 8, 47, 
3, 4, 67, 374, 
3, 8, 9, 392, 
3, 4, 8, 47, 
3, 8, 20, 84, 
3, 4, 8, 205, 
3, 4, 8, 47, 
3, 4, 8, 9, 
3, 8, 9, 293, 
3, 8, 47, 337, 
8, 39, 305, 332, 
3, 8, 293, 392, 
3, 8, 20, 84, 
8, 39, 84, 305, 
3, 8, 67, 374, 
3, 4, 8, 47, 
3, 7, 8, 9, 
3, 8, 9, 392, 
3, 8, 47, 230, 
8, 20, 39, 230, 
3, 8, 20, 392, 
3, 8, 20, 481, 
8, 20, 39, 230, 
2, 3, 4, 8, 
3, 4, 8, 47, 
8, 39, 84, 305, 
3, 8, 10, 67, 
3, 8, 36, 47, 
3, 4, 8, 9, 
3, 8, 293, 337, 
3, 7, 8, 9, 
3, 8, 9, 392, 
3, 8, 20, 36, 
3, 7, 8, 10, 
3, 8, 36, 47, 
3, 7, 8, 47, 
3, 7, 8, 47, 
8, 20, 36, 230, 
3, 7, 8, 47, 
3, 7, 8, 47, 
3, 7, 8, 47, 
3, 8, 36, 47, 
3, 7, 8, 47, 
3, 7, 8, 9, 
3, 7, 8, 9, 
3, 7, 8, 9, 
3, 8, 9, 36, 
3, 8, 36, 47, 
3, 8, 36, 47, 
3, 8, 36, 47, 
8, 20, 36, 230, 
3, 7, 8, 9, 
3, 7, 8, 9, 
3, 8, 36, 47, 
3, 8, 20, 36, 
3, 4, 8, 494, 
3, 4, 8, 494, 
3, 4, 8, 47, 
3, 4, 8, 47, 
3, 4, 8, 337, 
3, 8, 84, 337, 
3, 8, 305, 337, 
8, 84, 305, 332, 
3, 4, 8, 293, 
3, 4, 8, 337, 
3, 4, 8, 337, 
3, 4, 8, 337, 
3, 4, 8, 337, 
3, 4, 8, 337, 
3, 8, 84, 337, 
3, 8, 84, 337, 
3, 8, 84, 305, 
3, 4, 8, 293, 
3, 8, 293, 337, 
3, 8, 84, 305, 
3, 8, 293, 337, 
3, 8, 20, 84, 
3, 4, 8, 293, 
8, 39, 84, 305, 
3, 4, 8, 47, 
3, 4, 8, 47, 
3, 8, 9, 36, 
3, 8, 293, 337, 
3, 8, 9, 39, 
3, 8, 20, 84, 
3, 8, 20, 84, 
3, 8, 20, 84, 
3, 8, 20, 84, 
3, 8, 20, 84, 
3, 8, 20, 84, 
3, 8, 20, 84, 
8, 20, 39, 84, 
8, 20, 39, 84, 
8, 20, 39, 84, 
8, 20, 39, 84, 
8, 20, 39, 84, 
8, 20, 39, 84, 
8, 20, 39, 84, 
3, 8, 20, 84, 
3, 8, 20, 84, 
3, 8, 20, 84, 
3, 8, 20, 84, 
3, 8, 20, 84, 
3, 8, 20, 84, 
3, 8, 20, 84, 
3, 8, 20, 84, 
3, 8, 20, 84, 
3, 8, 20, 84, 
3, 8, 20, 84, 
3, 8, 20, 84, 
3, 8, 20, 84, 
3, 8, 20, 84, 
244, 285, 457, -1, 
244, 285, 419, 589, 
101, 244, 285, 419, 
101, 244, 285, 296, 
244, 285, 419, 457, 
58, 244, 285, 419, 
58, 101, 285, 419, 
101, 244, 285, 419, 
101, 244, 285, 419, 
101, 244, 285, 296, 
244, 285, 296, -1, 
244, 296, 352, -1, 
244, 296, 457, -1, 
244, 296, 457, -1, 
244, 285, 296, -1, 
244, 296, 470, 599, 
244, 296, 440, 599, 
244, 296, 352, 470, 
244, 296, 470, 599, 
244, 296, 440, 599, 
244, 296, 440, 599, 
244, 296, 470, 523, 
244, 296, 470, 599, 
244, 296, 470, 599, 
244, 296, 470, 599, 
244, 296, 470, 599, 
244, 296, 470, 599, 
244, 296, 470, 599, 
244, 296, 470, 599, 
244, 296, 470, 599, 
244, 296, 470, 599, 
244, 296, 352, 470, 
244, 296, 470, 599, 
480, 507, 518, 583, 
37, 44, 59, 142, 
63, 95, 412, 469, 
63, 412, 451, 536, 
43, 63, 451, 536, 
43, 59, 63, 451, 
43, 63, 451, 595, 
43, 59, 63, 451, 
31, 43, 59, 63, 
43, 63, 451, 536, 
43, 63, 451, 595, 
43, 59, 63, 595, 
31, 43, 59, 63, 
63, 412, 469, 592, 
63, 150, 412, 536, 
63, 316, 412, 469, 
43, 63, 150, 412, 
12, 43, 63, 595, 
12, 43, 59, 63, 
31, 43, 63, 78, 
43, 59, 63, 78, 
31, 59, 63, 78, 
31, 43, 59, 63, 
12, 63, 316, 412, 
63, 78, 150, 412, 
12, 63, 78, 412, 
12, 43, 63, 78, 
63, 144, 316, 469, 
63, 144, 316, 412, 
63, 144, 316, 412, 
63, 144, 316, 412, 
31, 59, 63, 78, 
31, 59, 63, 78, 
12, 31, 63, 78, 
12, 31, 63, 78, 
12, 31, 63, 78, 
31, 63, 78, 120, 
31, 59, 78, 142, 
31, 59, 78, 142, 
31, 59, 78, 142, 
31, 59, 78, 142, 
31, 59, 142, -1, 
31, 37, 59, 142, 
37, 44, 59, 142, 
59, 78, 142, 428, 
31, 37, 59, 142, 
31, 37, 59, 142, 
31, 59, 142, -1, 
31, 37, 59, 142, 
31, 59, 78, 142, 
31, 59, 78, 142, 
