0.0312817, 0.798774, 0.106925, 0.0630192, 
0.0305763, 0.708042, 0.123974, 0.137408, 
0.466964, 0.0909073, 0.342382, 0.0997473, 
0.565613, 0.0935785, 0.304472, 0.0363358, 
0.802135, 0.0534115, 0.0329527, 0.111501, 
0.563097, 0.121246, 0.292816, 0.0228409, 
0.541542, 0.112641, 0.292079, 0.0537372, 
0.566594, 0.120631, 0.24142, 0.0713544, 
0.500293, 0.172768, 0.0919393, 0.234999, 
0.530509, 0.10284, 0.256036, 0.110616, 
0.293071, 0.298245, 0.159222, 0.249462, 
0.186322, 0.272564, 0.277638, 0.263475, 
0.187801, 0.24088, 0.284476, 0.286843, 
0.622703, 0.0530613, 0.0082808, 0.315955, 
0.0534161, 0.65262, 0.238767, 0.0551962, 
0.075044, 0.62123, 0.081904, 0.221822, 
0.641909, 0.212286, 0.116618, 0.0291869, 
0.247462, 0.442685, 0.15053, 0.159324, 
0.292002, 0.0216742, 0.536058, 0.150265, 
0.175144, 0.608394, 0.157912, 0.0585501, 
0.249684, 0.516676, 0.216979, 0.0166605, 
0.30892, 0.417257, 0.238604, 0.0352196, 
0.547222, 0.361652, 0.0218141, 0.0693113, 
0.665412, 0.147664, 0.0924397, 0.0944848, 
0.37488, 0.422593, 0.172292, 0.0302349, 
0.337587, 0.0151388, 0.498492, 0.148782, 
0.724671, 0.118859, 0.0539205, 0.10255, 
0.466295, 0.220575, 0.219824, 0.093306, 
0.346518, 0.0740308, 0.501014, 0.0784377, 
0.306727, 0.0395718, 0.48541, 0.168291, 
0.766601, 0.0573998, 0.0777625, 0.0982365, 
0.582971, 0.0280574, 0.223365, 0.165606, 
0.219993, 0.252649, 0.152135, 0.375223, 
0.232999, 0.0604263, 0.353348, 0.353226, 
0.243766, 0.356551, 0.156359, 0.243325, 
0.168781, 0.263166, 0.305919, 0.262134, 
0.661782, 0.0238967, 0.161728, 0.152593, 
0.628287, 0.0382601, 0.205229, 0.128223, 
0.239947, 0.499772, 0.201329, 0.0589516, 
0.659539, 0.0269471, 0.0987074, 0.214807, 
0.236564, 0.524553, 0.120673, 0.11821, 
0.247822, 0.57726, 0.148991, 0.0259265, 
0.23153, 0.444957, 0.1481, 0.175413, 
0.105369, 0.589579, 0.211689, 0.0933642, 
0.0062635, 0.625854, 0.157871, 0.210012, 
0.623075, 0.0043591, 0.220989, 0.151577, 
0.574784, 0.0441722, 0.263565, 0.117479, 
0.787315, 0.0583524, 0.0498193, 0.104513, 
0.636816, 0.0395928, 0.0536676, 0.269924, 
0.627506, 0.0974753, 0.235457, 0.0395621, 
0.227464, 0.449786, 0.148041, 0.174709, 
0.587751, 0.0086626, 0.177747, 0.22584, 
0.753382, 0.0604134, 0.104867, 0.0813373, 
0.280741, 0.327327, 0.156428, 0.235505, 
0.358406, 0.371694, 0.240683, 0.0292164, 
0.0725697, 0.617364, 0.135922, 0.174144, 
0.818155, 0.0845798, 0.0038712, 0.0933938, 
0.542042, 0.0646205, 0.295925, 0.0974122, 
0.428391, 0.157681, 0.103568, 0.310361, 
0.496081, 0.104316, 0.234251, 0.165353, 
0.308114, 0.446068, 0.241473, 0.0043457, 
0.642201, 0.0477229, 0.295181, 0.0148955, 
0.27737, 0.455585, 0.140431, 0.126614, 
0.0756692, 0.645948, 0.0510201, 0.227362, 
