0, 8, -1, -1, -1, -1, -1, -1, 
1, 2, 5, 6, 7, 9, 10, 13, 
2, 7, 8, 14, -1, -1, -1, -1, 
3, 4, 10, 12, 14, -1, -1, -1, 
4, 8, 9, -1, -1, -1, -1, -1, 
1, 5, 6, 9, -1, -1, -1, -1, 
1, 3, 6, 7, 9, 11, 12, 15, 
3, 4, 5, 7, 9, 11, -1, -1, 
1, 3, 4, 8, 14, 15, -1, -1, 
1, 4, 9, -1, -1, -1, -1, -1, 
2, 3, 10, 12, -1, -1, -1, -1, 
1, 2, 5, 10, 11, 12, 14, -1, 
3, 10, 12, -1, -1, -1, -1, -1, 
2, 4, 5, 8, 9, 11, 13, -1, 
12, 14, -1, -1, -1, -1, -1, -1, 
1, 2, 3, 5, 8, 9, 15, -1, 
0, 2, 6, 7, 11, 12, 14, 15, 
0, 4, 6, 7, 10, 11, 12, 15, 
0, 2, 4, 6, 7, 10, 11, 15, 
0, 5, 6, 8, 10, 11, -1, -1, 
1, 3, 4, 5, 9, 10, 11, 15, 
1, 3, 4, 6, 7, 9, 12, -1, 
0, 3, 4, 6, 7, 11, 12, -1, 
1, 2, 4, 5, 6, 11, 13, -1, 
0, 5, 6, 7, 9, 10, 11, 12, 
0, 1, 2, 6, 7, 11, 12, 14, 
0, 1, 6, 9, 11, 12, 14, 15, 
0, 4, 5, 6, 11, 12, 13, 14, 
0, 1, 6, 7, 9, 10, 11, 12, 
0, 3, 4, 6, 7, 10, 11, -1, 
0, 2, 6, 7, 9, 10, 11, 12, 
0, 1, 8, 10, 11, 12, 14, 15, 
1, 4, 7, 8, 10, 12, 14, 15, 
0, 3, 6, 7, 8, 10, 12, 14, 
0, 1, 2, 4, 6, 10, 11, 15, 
1, 9, 10, 11, 14, 15, -1, -1, 
0, 1, 2, 3, 7, 8, 13, 14, 
0, 1, 5, 7, 8, 9, 13, 14, 
0, 4, 5, 6, 10, 11, 12, 14, 
1, 4, 5, 6, 9, 11, 12, 15, 
0, 1, 6, 7, 11, 12, 15, -1, 
0, 4, 8, 11, -1, -1, -1, -1, 
0, 2, 6, 8, 9, 11, 14, 15, 
0, 1, 2, 3, 4, 8, 10, 12, 
0, 1, 4, 5, 7, 8, 10, 11, 
0, 1, 3, 8, 10, 12, 13, 14, 
0, 6, 10, 11, 14, 15, -1, -1, 
0, 5, 8, 12, -1, -1, -1, -1, 
0, 3, 6, 10, 11, 13, 14, -1, 
0, 1, 3, 4, 8, 11, 13, 14, 
0, 1, 3, 4, 7, 11, 12, 14, 
0, 1, 2, 3, 7, 8, 11, 13, 
1, 2, 3, 4, 5, 6, 7, 8, 
0, 2, 8, 9, 11, 12, 13, 15, 
0, 3, 4, 6, 10, 12, 13, 14, 
0, 1, 2, 5, 6, 12, -1, -1, 
1, 2, 3, 6, 7, 8, 13, 14, 
0, 2, 3, 4, 8, 9, 11, 14, 
0, 3, 5, 7, 8, 10, 11, 14, 
0, 1, 6, 8, 11, 12, 14, -1, 
0, 1, 3, 4, 11, 12, 13, 14, 
0, 2, 4, 6, 9, 11, 12, 13, 
